Date,Tweet
20-11-22 1:34,"b""@xqiang0416 @doemeg @VP Veracruz, Mexico: The origin of the 2009 swine flu outbreak. Health workers traced the virus to a pig farm in this southeastern Mexican state. A young boy who lived nearby was among the first people to contract the swine flu. Again, didn't start in USA. Lol"""
20-11-22 1:28,"b""@mixedgrass milenia of cold makes people like the swedes never even offer a cookie to a guest, whereas if you go to literally *any* mexican hot city they'd be offended if you dont eat their food. \ni find generosity better?\xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f plus being cold makes me lazier than i am, and that sucksss"""
20-11-22 1:24,"b'@theafronerd If I understand correctly, he has mixed ancestry including Indigenous, which makes him mestizo in Mexican culture. Only fully Indigenous people are regarded as such in Mexico (again, from what I\xe2\x80\x99ve learned on here).\n\nDifferent cultures, different categorizations.'"
20-11-22 1:19,b'white people need to learn that an authentic mexican taco is just filled with lettuce and sour cream'
20-11-22 1:17,"b""@LosYaDig They're already in the states . Mexico gonna let the US handle it  . I dead ass knew of a fool who killed 2 people in Gresham   All 3  Mexican nationals when he fled the US let Mexico prosecute him there the US will most likely do the same unless Mexico wants em . Lol"""
20-11-22 1:11,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
20-11-22 1:08,b'@nEFJZK0gZfLlMqe @libsoftiktok - All black people belong in Africa\n- All white people are racist\n- All Asians eat dogs\n- All natives have red faces\n- All Indians are scammers\n- All Hispanics are mexican'
20-11-22 1:01,"b'@gingerwitch80 @edie_rische @beachcrazy70 @JGreen116 @LucyNovak8 @SyvonneThebend @RedmondMichelle You have an American shelf? I love that. We have \xe2\x80\x9cforeign food\xe2\x80\x9d aisles but mostly Asian, Arabic &amp; Mexican/Spanish foods. In my area, we have many people from those cultures. The other imported stuff are mostly woven into the regular aisles. I use a British tea, PG tips.'"
20-11-22 0:57,"b'@PJenkins1931 @InternetMexican La Matanza is an entirely new claim. What they did was count Mexican deaths that happened for any reason (people killed by law enforcement, legal executions, etc), determined that those deaths represented a trend, and chose to call that period ""La Matanza"". https://t.co/YYhn3oim2K'"
20-11-22 0:57,"b'@ThatBootlegGuy I love it, but also calabaza is big in Mexican food. But people should bring what they like. There is room for all pies https://t.co/yulHSf9oOb'"
20-11-22 0:55,b'@zyphorrtha2nd @nasescobar316 You\xe2\x80\x99re talking about people who have both African and Mexican lineage. That is different. Those folks can be born anywhere. If those people in the photo above were born in Germany they would be Afro-Mexican-German. This isn\xe2\x80\x99t hard man.'
20-11-22 0:44,"b'@GeoffYoung4KY CIA, Mossad, and MI6 (all 3 controlled by the same people, The British Royal Family) are the poison of the world. If Russia put bases on the Mexican border and was training their soldiers to one day attack the white house, you would understand how they feel. OPEN YOUR EYES!'"
20-11-22 0:41,"b""@Wunder13Susan @GorhamTee @Yogi_Vas @bennyjohnson America was BUILT by immigrants. Why was it okay when YOU and YOUR ancestors came, the immigration process was 'how many?' 'Welcome to america', but when Mexican women and children come to find a better life, you want to genocide the mexican people?"""
20-11-22 0:35,"b'@luci_4k Same. I cringe whenever people say: \xe2\x80\x9cTaco Bell, del taco, and chipotle is Mexican food\xe2\x80\x9d. Like bruh, let\xe2\x80\x99s go to a food truck or something. Let\xe2\x80\x99s get some sopes, tacos, tortas or some flautas.'"
20-11-22 0:35,b'I\xe2\x80\x99m an #egg trying to crack. I think I\xe2\x80\x99m #transmasc or #femboy but my family is Mexican Catholic so I\xe2\x80\x99m scared to come out so I made a secret twitter. Ig I want to find people like me here.'
20-11-22 0:31,b'@th3kyng3 yeah but some people assume I classify Chipotle as mexican food'
20-11-22 0:27,b'@TerribleMaps Mexican and Canadian people wear exclusively white jeans?'
20-11-22 0:26,"b'Stan people will go on a post about a child getting assaulted and post some meme of a confused Mexican lady going like ""oh my god, how could this happen like? \xf0\x9f\x98\xad""'"
20-11-22 0:21,b'Mexican people are the thickest men you\xe2\x80\x99ll find https://t.co/z19cRPJzIW'
20-11-22 0:19,"b'@CharriseJLane @ky_Zaddyyyy @wheresDAMI @lifeofgemini__ Really Charrise Lane, you know when people mention Mexican we are referring to this, come on with the deflection: https://t.co/nXWBnGAmCF'"
20-11-22 0:07,"b'@elonmusk This guy spoke shit against mexican, I think most of the people who already voted are mexican.'"
20-11-22 0:07,"b'Wanna see Black people fake like they all of a sudden think dark skin women are top notch, just read some of these tweets about Lupita. Recent trend was just about her ass, while she danced with a illegal Mexican on stage...'"
20-11-22 0:02,"b'@AprilinBisbee @hdfatty I had to delete it.  Yes, I know your neighbors make noise past 8pm.  Yes, there are black and Mexican people walking around.  They live here too. No, we haven\xe2\x80\x99t seen your dog that ran away three weeks ago.'"
20-11-22 0:00,"b'@Kng0fTheN0rth I like the idea that bringing in one of the top, if not the top young Mexican and Japanese star in all of pro wrestling has absolute no appeal and that not a single person in the 7 billion on Earth would watch AEW for. These people literally have families that have people in them'"
19-11-22 23:59,b'@HufflePom @FlowurTheWeirdo It\xe2\x80\x99s just food people shouldn\xe2\x80\x99t be that way it\xe2\x80\x99s ridiculous. Same with having Latin food or other cultural food. I am Mexican but love some matzoh ball soup. It\xe2\x80\x99s cold today I want some now.'
19-11-22 23:59,"b'@caliraisinss @atychi_phobia_ @Phatindacat @amonasory @BornAKang Some people does but it\xe2\x80\x99s literally not for their ancestors, more like a Spanish came to Mexico fell in love to some Mexican and that\xe2\x80\x99s all'"
19-11-22 23:58,b'Lat*n*dad in a nutshell: people out here defending Rosalia but dare suggest that Lupita Nyong\xe2\x80\x99o is actually Mexican and see the backlash unfold quickly. https://t.co/N5TrKUjbuc'
19-11-22 23:58,"b'@dreamsecretclub this is my 3rd time asking you this, what do you think mexican people smell like'"
19-11-22 23:55,"b'To be Latin, one needs to be born in Latin America or direct descendants of people who were. \n\nFor example, someone born in Miami to Cuban parents \xf0\x9f\x91\x8b\n\nWhether a Puerto Rican was born on the island or on the mainland, they\xe2\x80\x99re still Latin.\n\nSomeone here with Mexican parents? Latin'"
19-11-22 23:54,"b""@sftballfreak @ACTBrigitte That doesn't make sense. Mexican citizens come here for a better life. Why would retired people go to Mexico. If their own citizens doesn't like it there. Its probably democrats retiring in Mexico. Most Mexicans are conservative. So I take that trade anyday"""
19-11-22 23:53,"b'@EvelynStarshine @katrinajax The contemporary ""neo-Ta\xc3\xadnos"" don\'t have any more ancestral or cultural ties to the Ta\xc3\xadno people than Puerto Ricans in general. They no more Ta\xc3\xadno than, e.g., Mexican mestizos are Aztec. They\'re taking you for a ride.'"
19-11-22 23:53,"b'@PSicher @Highway_30 No he says black people are oppressed by white people. Not that there are white supremacy, everyone knows they exists, just like black, Mexican, Asian supremacy exists. But you don\xe2\x80\x99t go dating your oppressor lol .\xf0\x9f\x98\x82\xf0\x9f\x98\x82. And we don\xe2\x80\x99t care who you date, just don\xe2\x80\x99t be 2 faced'"
19-11-22 23:49,b'@POTUS Protect our border.Your destroying our country!\nDrugs are killing people \nReinstate the pipeline \nRemain in Mexican policy'
19-11-22 23:48,"b'@elonmusk Of course yes, Biden as a good catholic, give a kiss like judas, at least, Trump always said he hates mexican people (like me); by other hand, democrats do hate mexican people too, but they speak like if they love us too much.'"
19-11-22 23:48,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
19-11-22 23:46,"b'@GOPChairwoman Just the Mexican border I\xe2\x80\x99m sure. Not Canada, not overstaying a visa after flying in, nope entirely people from Mexico, Latin America, South America. \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 Ronna you are a joke.'"
19-11-22 23:40,b'mexican people = me'
19-11-22 23:40,b'vote bts or u hate mexican people https://t.co/jGys5rXguB'
19-11-22 23:28,"b""@fernsong2020 @Vatminton @Domesticccccccc @Atomic2602 @KreidejadarinRS @hoiboitoi @ShitpostGate It's an Unique mexican thing, they treat people from the USA or white people in general a if they were Kings of something"""
19-11-22 23:20,"b""@DarkHorseRyan @CresylSnap @realDailyWire I'm part Mexican and I've lived on those border towns where they come through illegally. Y'all don't know but it's hard on those people living in those towns and it's hard on the law enforcement and the border patrol so yes send them to the people that love that want them so much"""
19-11-22 23:18,b'@Eric_Schmitt You mean a victory for Donald Ttump not the American People \nAs for me an Mexican American still cannot unsterstand Republicans Biden but suckup to Donald Trump \nTell me why please'
19-11-22 23:13,"b'Sheriff Paul Babeu stated, \xe2\x80\x9cThis is a much larger scandal than Watergate.\xe2\x80\x9d This was the Justice Department\xe2\x80\x99s \xe2\x80\x9cFast and Furious\xe2\x80\x9d gun-running deal with the Mexican Drug Cartels. Look, people, the Feds have to make some $ too; how can they afford their Porsches without extra cash?'"
19-11-22 23:10,"b""@Mr_Magma8 @TristenKyle_TK @WISPOFLIFE @Alex_Shin0 @ShitpostGate and when people say all lives matter they're pointing out that Black/Asian/Mexican/Muslim/Native American lives already matter. \n\nIt's not that complicated"""
19-11-22 23:06,"b'@GLT___ @yoram283 @elian_rd23 @Telmometro In spain theres no mexican people in france is ALL black people or moroccan , nice country \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbf'"
19-11-22 22:56,b'Watching British people make Mexican food is the most terrifying thing I\xe2\x80\x99ve ever seen.'
19-11-22 22:52,"b'@KiSuno8 @elonmusk Hispanic people have a work ethic, are outspoken and isolated/melo with their presence, A Mexican will never kill any other Mexican unless it\xe2\x80\x99s for business purposes usually drug related'"
19-11-22 22:50,"b'@grantcohn Be honest, how many signatures have you had to sign for the Mexican people so far?'"
19-11-22 22:42,b'@fckriela I forgot what she was scamming I think she came out with like a product or something and then people buying were saying she was scamming and then it came out that she wasn\xe2\x80\x99t half Mexican lmao it was a mess'
19-11-22 22:40,b'@U_R_Ridiculouss @Fran691086702 @MSNBC What about Biden and the hundreds of midnight flights to Republican states with illegal immigrants without informing any of the local or state authorities? They did it in my city and there was always 50 Hispanic people outside of this Mexican restaurant at 5 a.m. with their bags'
19-11-22 22:39,b'I\xe2\x80\x99m over the white woman trying to convince people they are Hispanic or Mexican'
19-11-22 22:36,"b'Last weekend, thousands of people marched across Mexico to protest a controversial electoral reform. Now Mexico\xe2\x80\x99s president is proposing his own march. @MurphyWoodhouse reports. \n\nhttps://t.co/5POqh8CRTm'"
19-11-22 22:34,b'@taylorsjumpsuit @NotGladToMeetU She\xe2\x80\x99s still trolling and bullying?? What a bad mother. The creator of the Latin Grammys literally said himself the Grammys are for Latin people not just Latin Americans and she\xe2\x80\x99s STILL arguing? https://t.co/lgVDObL0K2'
19-11-22 22:32,b'Parents came home earlier reeking of Mexican food. Wonderful people! Not a shrimp in sight for me. The nerve of some people...'
19-11-22 22:28,"b'@mexican_sunbro Most people just experienced framedrops and primarily in the first parts of the game in Limgrave\n\nIt was unplayable to some but overall it was ok and got fixed quite fast. All the games here are either broken or took months to fix, mostly both'"
19-11-22 22:15,"b'&gt;25MM unverified, unvetted, unknown people that we know transported Chinese fentanyl &amp; Mexican cartel sex traffic slaves into this country. And, oh yeah, YOU! pay for their housing, medical bills &amp; local educational programs. I say \xe2\x80\x9cNO EFFN WAY\xe2\x80\x9d. Put that $$ to Americans \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/zO3t8wCf6L'"
19-11-22 22:14,b'@beingmahogany I didn\xe2\x80\x99t say he said they stole money. Idk where people are getting that from. He said they asked for 5k and he wired almost 7k. I\xe2\x80\x99m not sure if he sent it directly to them or Mexican officials'
19-11-22 22:13,b'The way white supremacy and colorism is ingrained in Mexican/Xicano communities they don\xe2\x80\x99t even realize how they erase indigenous &amp; black people in LatAm when they say shit like \xe2\x80\x9cviva la raza\xe2\x80\x9d like what race? Y\xe2\x80\x99all sound like nazis'
19-11-22 22:07,b'nbs the benchmark for a \xe2\x80\x9cgood man\xe2\x80\x9d for a lot Mexican women is that their man doesn\xe2\x80\x99t hit them? They\xe2\x80\x99ll get put through the ringer 50x but as they don\xe2\x80\x99t get hit\xe2\x80\xa6 that\xe2\x80\x99s a good man \xf0\x9f\x92\x80\n\nmachismo did a number on my people bc with that logic we are never gonna be free \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
19-11-22 22:01,"b'@julissaarce Mexican government people, narcos, sicarios and their familias \xf0\x9f\xa5\xba\xf0\x9f\x98\x96\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'"
19-11-22 21:59,"b'@SAAFP2 @InternetH0F You got confused. I meant Mexican american\xe2\x80\x99s dont give af, like Andy Wang. Deleted my tweet since people didnt understand'"
19-11-22 21:55,b'Go on mexican facebook meme groups to find these kinds of people https://t.co/ORNqoeMsfl'
19-11-22 21:47,b'@Tweetybird20797 @DALYNNCosmetics @TMZ What?!! I didnt hear this but it wouldnt surprise me. I mean she was on vacation so she probably had plenty of cash and credit cards on her. These people need to be charged with everything and get the harshest punishment possible and time in a Mexican prison not US!'
19-11-22 21:42,b'#mexico mejor dicho #Mexicans The happiest people on earth . @mexopolis Always Celebrating aunque sean pendejadas \xf0\x9f\x91\x8b\xf0\x9f\x91\x8b\xf0\x9f\x91\x8b\xf0\x9f\x99\x8f\xe2\x9d\xa4\xef\xb8\x8f  #positiveenergy #positivepeople #Mexican #filmtweeter https://t.co/NCCB2yswHO'
19-11-22 21:41,"b'I love being Mexican, there\xe2\x80\x99s such a variety in my people that never ceases to amaze me'"
19-11-22 21:39,b'Me when I kept asking her if she liked Mexican people https://t.co/w1ih5qyENo'
19-11-22 21:38,"b'@Mortar29 @PilRoberts @DonMuskTrump @RealJamesWoods This is false in a myriad of ways. We\'ll hit the highlights: the ""legal"" path is super racist. ""Illegal"" immigration only started in the mid 1900s as a specific way to keep certain people out, only the Mexican border is attended, not the way people actually get in...'"
19-11-22 21:37,"b'@jimmy_two_hands @Chinchillazllla I mean if you\xe2\x80\x99re gonna complain about white people ruining dishes the Texan insistence that it not contain any non-meat filler doesn\xe2\x80\x99t sound very true to its working class Mexican origins, but I doubt this person has ever thought or cared about it before today.'"
19-11-22 21:28,b'why do white people think mexican food is canned beans &amp; shredded cheddar on a store bought tortilla'
19-11-22 21:28,b'Mexican people: https://t.co/asqI7tQuac https://t.co/4ah5UaZfzs'
19-11-22 21:25,b'@TCHoward Oh for sure. The Mexican places in Missouri are sad because they subscribe to the \xe2\x80\x9cwhite people think bell peppers spicy\xe2\x80\x9d ethos'
19-11-22 21:16,"b'@kanyewest Ye, I am Mexican American, you have done so much for so many different people. We stand behind you. You are a Genius, you are the reason these companies made all that money then stole it from you. I stand with you. Never stop fighting for freedom. It means everything.'"
19-11-22 21:12,"b""The FBI along with Mexican authorities are looking for all of them, someone doxxed all of them and cops are at all of their addresses, pls upload pics of them below so people can keep an eye out if this blows up. Do so anyway so anyone who hasn't seen them does."""
19-11-22 21:08,"b'@gears_fan_nr_1 @AlbertJLewis6 @PatrickRoden11 @DelusionPosting Selling weapons to Mexican cartels. Ah sorry, that was in the XXI century. In the XX they were buying drugs to sell to their own people. Look at the Kiki Camarena case'"
19-11-22 21:07,b'who are these people making clothes for bc it\xe2\x80\x99s not for the 5\xe2\x80\x992 Mexican girlies!!!!'
19-11-22 21:05,b'@Harvey77865 @KamVTV Yea that\xe2\x80\x99s the bad part I\xe2\x80\x99m Mexican and y\xe2\x80\x99all think every Mexican is MS13. Y\xe2\x80\x99all put the fear into people and they use that aggression towards all of us because y\xe2\x80\x99all don\xe2\x80\x99t even know who or what MS13 is.'
19-11-22 21:00,"b'@claudiajordan Every one of them needs to be sitting in a Mexican jail. This was pre meditated. They knew what they were going to do to her before they left. 5 people, supposedly friends, stood by and watched her be killed.'"
19-11-22 20:57,b'People were upset abt GBBS Mexican Week but other Latinx people appropriate cultures and it\xe2\x80\x99s radio silence. \xf0\x9f\x99\x83 We\xe2\x80\x99re cartoonizing each other our damn selves.'
19-11-22 20:52,"b'I remember being in college and a lot the people who I spent time with would say I was \xe2\x80\x9cMexican Mexican\xe2\x80\x9d these same people now love going to Mexico, love saying que son mexicanos + much more. Y\xe2\x80\x99all were laughing at me for this same years ago??'"
19-11-22 20:42,b'@_GangstaaGaby @ihate_Moe @lifeofgemini__ @evelynvwoodsen your people mexican lizzo'
19-11-22 20:39,b'It burns me up when people post they recipes in pesos and act like they just spent 20 million dollars on a steak and Mexican Henny shots \xf0\x9f\x98\xa9'
19-11-22 20:37,"b'@CinnabonMonster Even people I know who aren\xe2\x80\x99t of Mayan or Mexican descent who I won\xe2\x80\x99t name, cuz they\xe2\x80\x99re friends, we\xe2\x80\x99re in Maya and the Three. I\xe2\x80\x99m happy for them but damn, if we all fighting for scraps then give the roles to some of us with real Mexican heritage and Mayan ancestors'"
19-11-22 20:29,"b'@niixxx4 @traww513 @IuvvvE Mexican* sorry I\xe2\x80\x99m not black and steal from people then complain that I\xe2\x80\x99m broke like you, stay mad &amp; get a job'"
19-11-22 20:29,b'Also the random 2 Spanish words in Spanish every other sentence is starting to piss me off\xe2\x80\xa6 NO ONE TALKS LIKE THAT BRO. It\xe2\x80\x99s the same shit as when a Mexican character says a random Spanish word and then translates it. Like that\xe2\x80\x99s not how people speak\xf0\x9f\x92\x80 #PokemonScarletViolet'
19-11-22 20:27,"b""@holdinonyoux @meowtyhouse @LavabitA @cabelloshealth1 @lidolmix ALSO as a mexican do you think that the people forced to leave our countries to find better opportunities makes them forget all of their heritage/customs? i'mnot even surprised a whitxican like you is trying to govern others on what constitutes being a mexican. selena ES mexicana"""
19-11-22 20:22,b'pretty sure that mexican people have seen this one too lmao https://t.co/J2TnDjcSMF https://t.co/MXR8nb6Q94'
19-11-22 20:22,b'@almielag Yesssss.\nI love knowing the people who think there\xe2\x80\x99s no good Mexican food in the city are full of shit.'
19-11-22 20:22,"b""@ShaneMurphy95 Kerala is famous for its England football fans. Dutch, German, Argentinian,  Mexican, Spanish, Portuguese too......stories that they prefer cricket is just misinformation spread by people who can't find beer."""
19-11-22 20:19,"b""A Filipino in Mexico.\nA Mexican in the Philippines.\n\nThese theoretical people don't change their names, their face, their height, skin tone, &amp; cultural references. They just decided to switch countries for whatever reason.\n\nVerdict: NO DIFFERENCE WHATSOEVER"""
19-11-22 20:16,"b'@TermetRaccoon Ok, Theres a mexican, a black guy and a white guy, and they find a magic lamp with a genie in it. The genie agrees to grant them each one wish. The mexican asks for all of his people to be happy and in mexico, so the wish is granted.'"
19-11-22 20:15,"b'Last night we bridged a gap partied with all cultures white, Black, Mexican, Asia, Indian. Gave away 10 free Truedirtbag Clothing gifts \xf0\x9f\x8e\x81 to 10 people, Booked @DjStalloneindy  &amp; @ferrisbooler dope vibes s/o @Elimade6ix https://t.co/6f7XZQUZR8'"
19-11-22 20:10,b'Total Amount Of Attendants: 4-10 people \n(Not including dogs and cats that sit at the table)\n------------------------------------------------\n MEXICAN PEOPLE THANKSGIVING DINNER - 2pm Thursday UNTIL Sunday 9pm\nMenu:\nSmoked Turkey\nBaked Turkey\nFried Turkey\nTamales\nCabrito\nMenudo'
19-11-22 20:10,b'Scientology Church Honors and Celebrates the Indigenous Michoac\xc3\xa1n Culture https://t.co/sMOZo8N3vi \n\nL. Ron Hubbard Way was transformed into a street festival in honor of the Day of the Dead and the traditions and culture of the indigenous people of the Mexican State of Michoac\xc3\xa1n. https://t.co/KWOD6mpEvd'
19-11-22 20:08,b'I\xe2\x80\x99m pretty sure this is the only way to have a Mexican wave when there\xe2\x80\x99s like 12 people left in the stadium\xe2\x80\xa6. https://t.co/EHz93eortc'
19-11-22 19:55,"b""@GoatPaton @MiguelJuanTabo3 @JPGroves @CCountry1888 Montana is a racist shithole where Mexican-Americans get told by people who look like you not to speak Spanish. Now that's a shithole."""
19-11-22 19:55,"b'@MikeBubbins @WelshRugbyUnion @distantpod Result aside. The whole spectacle is broken.  Male voice choir on the field for over half an hour, 2 separate renditions of sosban fach, a Mexican wave and the amount of times I had to stood up to let people go to the loo was ridiculous. Half empty stadium too.'"
19-11-22 19:52,"b'@Houston_Effie_ @BombshellCole I\xe2\x80\x99m hearing that this can mess up tourist money for Cabo, if people don\xe2\x80\x99t feel safe going there for vacation. Mexican authorities and legal experts are predicting they will be prosecuted to the fullest extent of the law. They have already said the her'"
19-11-22 19:48,b'The amount of people on my flight to Qatar with Raiders hats and Mexican jerseys is truly inspiring #RaiderNation'
19-11-22 19:47,b'@kemimarie Yes! I\xe2\x80\x99m not even sure people know she\xe2\x80\x99s the first mexican woman to win an academy award! That\xe2\x80\x99s huge! She\xe2\x80\x99s so unique! I hope she embraces those differences more in the future \xf0\x9f\xa5\xb9\xf0\x9f\xab\xb6\xf0\x9f\x8f\xbc\xe2\x9c\xa8'
19-11-22 19:41,"b'@moving_charlie People attached to the housing industry need to stop convincing people timing does not matter.  Anyone who buys at todays prices will clearly overpay. Instead they need to convince sellers the market has changed. The longer they wait, the longer this Mexican stand off continues.'"
19-11-22 19:39,"b""@charlenedraws Hi! Name's Rayhan and I'm a mexican illustrator :D I like drawing expressive animals and people :)\n\nMy socials:\nInsta: https://t.co/CtKH3bwfAh\nPortfolio: https://t.co/q4Uo0HcZVF https://t.co/pR3XvWOra5"""
19-11-22 19:33,"b""@OlsonGeneva @sgriess77 @BrandonPrry @GregAbbott_TX And the Mexican Congress would honor that why? It's funny how you refuse to see the Mexican side. Almost like they don't exist or they're an inferior people to have their own legitimate government. Maybe because it makes that Texas fairy tale less sunshiny"""
19-11-22 19:33,"b""@mschlapp @DrMarkGreen4TN @CPAC Why doesn't the Mexican government stop people from marching people through their country to the border  ?"""
19-11-22 19:33,b'Book your Christmas fiesta at our downtown #Nanaimo Mexican Cafe!\n\xf0\x9f\x8e\x84\nGroups up to 30 people on any day!\n\xf0\x9f\x8e\x89 \nCall us to book your party! \xf0\x9f\x8c\x9f\n\n\xe2\x98\x8e\xef\xb8\x8f 250-753-5411\n\n#christmasparty #xmasparty https://t.co/IWbkJXeJvI'
19-11-22 19:32,"b'Every time I see ""Mexican Street Corn"" I\'m enraged. Is elote trademarked? Can people not say elote? [e\xcb\x88lo.t\xcc\xaae]\n\nHispanic/Latinos have to ""learn english"" then learn some spanish if you want your food so bad.'"
19-11-22 19:26,"b'@sirmaejor It\xe2\x80\x99s a crying shame that people carry on that way. That bully broad needs all the time she gets, I hope in a Mexican prison cell, with her petty as.'"
19-11-22 19:24,"b""To the people that killed Shanquella Robinson, since y'all are nowhere to be found if you see this I hope they find you. I hope they catch you and put you in Mexican prison. Y'all are all pussies who couldn't even tell someone you didn't want to be their friend. Live in fear."""
19-11-22 19:18,b'@SaintBastian @libertarianneko @DaMissingNeedle The Chinese and Mexican drug trades are a powerful as they are because of prohibition...\n\nDid people not learn this lesson from the mob and alcohol prohibition? Ffs...'
19-11-22 19:18,"b'@bel_air3 @stats_feed You are very wrong, you have not seen the type of people who live as homeless, They are neither Mexican nor Asian. Take a trip to New York, Portland and San Francisco'"
19-11-22 19:15,b'@IvanPineda83 If @CallPollo &amp; @BADMON_1997 are Mexican those people are Mexican too'
19-11-22 19:11,"b""When you do the utmost disgusting things to ourselves \n\nArrest those people every one of them \n\nYou don't deserve anything less than Life in a Mexican Prison.\n\nRIP Sister \nYou didn't deserve this."""
19-11-22 19:10,"b'@monica4congress and who are ""your people""? Mexicans or Americans? No such thing as mexican/american nor vice versa!'"
19-11-22 19:09,"b'@elonmusk @WholeMarsBlog For every hard time, hard-working people are needed'"
19-11-22 19:08,b'@FBInjuryDoc My Mexican co-worker totally agrees with you. I was just so surprised because the white people love it.'
19-11-22 19:03,"b""@Mask_Man_Da_Nin Tariq was calling for violence against mexican immigrants. The people in his group post links to white supremacist anti immigrant organizations...that's very much my business."""
19-11-22 19:01,b'That girl that got killed in Mexico just don\xe2\x80\x99t sit right on my heart. A bitch attacked her while she was naked in a room full of people she thought was her friends that stood there and recorded it while telling her \xe2\x80\x9cfight back\xe2\x80\x9d I hope they all rot in a Mexican prison.'
19-11-22 19:01,"b'@NevzkyZero @ShitpostGate First of all, americans thinks that all latins are like the mexicans, the typical mexican are just people from civilitzacions precolombines, in reality, mexico is not a ethnic variety country, 80% are american indigenous.'"
19-11-22 18:58,"b'&lt;br&gt;After the earthquake, Sean Penn brought __________ to the people of Haiti. &lt;br&gt; &lt;br&gt; --Authentic Mexican cuisine.--&lt;br&gt;'"
19-11-22 18:56,"b'\xe2\x80\x9cThe fact that people talk about metrics, trading, scamming, or membership programs pushes us away from the original spirit of crypto art.\xe2\x80\x9d \n\n@neurocolor quoted by @tualonsocedillo \n\nhttps://t.co/0Ev86c1B68 https://t.co/jTnbHMr9vT'"
19-11-22 18:55,b'@HRpufnsting @scrowder They wanted Mexico to@do their due diligence on stopping people coming over the border. As a Mexican I can tell you Mexico does jack shit to stop illegal emigration.'
19-11-22 18:51,b'I love mexican people'
19-11-22 18:49,"b'@Rhoda77862587 @LADDY__BEE @AttorneyCrump To be clear I am talking about private lawyers that help with murder investigations on behalf of the deceased---there are multiple people that will be hopefully charged with murder, accessory to murder etc. but Mexican justice is worse than our justice system'"
19-11-22 18:47,"b'Last weekend, thousands of people marched across Mexico to protest a controversial electoral reform. Now Mexico\xe2\x80\x99s president is proposing his own march. @MurphyWoodhouse reports. \n\nhttps://t.co/ZduWysFu4m'"
19-11-22 18:45,b'@uppittynegress Yep. Most local places have daily specials. My fav Mexican place has $2 tacos on Tues. 50 cent wings on Weds. There\xe2\x80\x99s pizza spots you can buy a slice for $2 or less. People just be outchea repeating shit because it\xe2\x80\x99s absolutely cheaper in most cases to eat out. Esp for single ppl'
19-11-22 18:40,b'@MarkFloydThaut I\xe2\x80\x99m an idiot because I read it like you were going to a restaurant that serves food from New Mexico and I wondered how different is was from Mexican food. Like did it have a more indigenous people flair to it?'
19-11-22 18:39,"b'Yo @HEB just saw that pumpkin spice tres leches commercial, it is NOT a spin on a Texas desert (wtf?) Say it right, it\'s a spin on a MEXICAN DESSERT \xf0\x9f\x87\xb2\xf0\x9f\x87\xbd \xf0\x9f\x97\xa3\nIf yall gonna ""spin"" off the shit of our people. Give it the proper respect please \xf0\x9f\x99\x8f'"
19-11-22 18:37,b'@NoNothi22338122 @desertcolordad @RobSchneider Well now...\nTrans people will groom your kids - yes true. Sexualizing and grooming via drag shows etc\n\nMexican immigrants are drug dealers &amp; gang members - No the claim is dealers and gangs coming across with the migrants. \n\nDemocrats will repeal 2A - And the left admitted it.'
19-11-22 18:36,"b""@MariaZapatista @B1G10Bucks Nah you're Mexican saying stop sending people to Mexico, take your own advice."""
19-11-22 18:35,b'@podeawa @TheBoFlow @KSI NBA player is 5x the athlete of a fat rapper. Plus Jake fought people who called him out. KSI searched the global for a shitty unknown boxer to fight. First it was the hitler Man in Ivan with losing record. Then it was malnourished Mexican with losing record. Ksi is \xf0\x9f\xa6\x86'
19-11-22 18:33,"b'@Queen_City_News #shanquellarobinson - This story is so, so sad. Moral of the story - Be weary of phony friends. These people did not care about her. These people were her secret enemies. I hope that these ""friends"" are sent to #Mexico to stand before their courts and get Mexican justice.'"
19-11-22 18:28,b'Why is this Mexican rooting for a white supremacist that calls his people rapists and criminals? Some people have no self respect or dignity where it matters.. https://t.co/oUrOtwm27L'
19-11-22 18:26,b'@WordsofMagick @roz_77234 I literally don\xe2\x80\x99t care. I\xe2\x80\x99m a Mexican born Mexican national and I don\xe2\x80\x99t claim her as one of my people. Argue with ur mom.'
19-11-22 18:26,"b'One way to be an ally right now is to learn about #ICWA and #ProtectICWA !!\n\nAs a Mexican-American, I especially urge Latinos in the U.S. grappling with topics raised by #WakandaForever to reflect on the way many of our histories are connected with Indigenous people in the USA'"
