Date,Tweet
20-11-22 21:44,"b'@insomniiia3 @EnMexicoMagico They are chanting with cuss words against an average not well liked mexican soccer team, making it a funny video for all mexicans able to see that even in the other side of the world people dislikes \xe2\x80\x9cEl America\xe2\x80\x9d \xf0\x9f\x98\x85'"
20-11-22 21:37,"b""@AOC @GOP You make mexican American people vomit. Why don't you stuff your millions and return your tesla."""
20-11-22 21:34,b'Excited to share the latest addition to my #etsy shop: Mexican flowers fabric print textile art background blanket decor party material bundles otomi aztec upholstery tribal serape ethnic mexico https://t.co/Pa7S0E92p7 #red #birthday #people #yellow #mexicanfabricprint https://t.co/gSie7BuuP0'
20-11-22 21:34,"b'@GogetaJoestar Bro how is building a wall to keep immigrants out is anywhere near ordering the mass genocide of millions of people and starting the bloodiest war in world history?! I\xe2\x80\x99m Mexican and while Trump isn\xe2\x80\x99t my favorite president, he\xe2\x80\x99s nowhere near one of the most evil men in history'"
20-11-22 21:33,b'Excited to share the latest addition to my #etsy shop: Mexican fabric flowers background blanket decor party material bundles otomi aztec upholstery print textile art tribal serape ethnic mexico https://t.co/kvqeLVEFGm #red #birthday #people #yellow #mexicanfabricprint https://t.co/Wyj7TxVqwa'
20-11-22 21:33,b'Excited to share the latest addition to my #etsy shop: Mexican bundles otomi aztec upholstery tribal serape ethnic mexico digital fabric print textile art background mayan blanket decor material https://t.co/KNTGPqDejN #birthday #people #purple #red #independenceday #d https://t.co/Y9dte032Vp'
20-11-22 21:31,b'Excited to share the latest addition to my #etsy shop: Mexican fabric print textile art background blanket decor party material bundles otomi aztec upholstery tribal serape ethnic mexico digital https://t.co/nkFfemRPAH #blue #birthday #people #purple #mexicanfabricprin https://t.co/7mRJnzAxbD'
20-11-22 21:25,"b""@TheCactusCosmic Niceeeeeeeee. I am working as a Game Designer for a company that released a game not so while ago. So I started logging in to see what are people twitting about the game. Still haven't met a Mexican Serbian dude though."""
20-11-22 21:21,"b'@ThaGemineye @MartinPhillip39 @BornAKang as a mexican we are not spanish, only people from spain are called spanish or spaniards \xf0\x9f\x98\xad'"
20-11-22 21:20,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
20-11-22 21:19,"b""@_jenniferU @BornAKang spanish is now used as a term to describe all Spanish speaking people (which in my opinion is fine)\n\nbut Spanish people are from Spain and Mexican people are from Mexico which are also American being part of North America \n\nMexican is not a race. There's white, black Mexicans etc"""
20-11-22 21:16,b'@mayaspiritsnft One of the best project in recent times I minted. First of all art is very beautiful. They\xe2\x80\x99re motive and Cause of the project is to help Mexican people. They are community driven focused on giving people from Mayan jungle a voice. https://t.co/QJHvYRigtG'
20-11-22 21:13,"b""Visiting Culture Espresso and drinking a beautiful Mexican coffee, skillfully roasted for espresso by the geniuses at @seycoffee. It's a $5.25 espresso and it's totally worth it. Pay more and you will be rewarded. And, Sey rocks the transparency. $7/lb went to people in Mexico."""
20-11-22 21:09,"b""@RepMTG Wait...you're pretending you care about lives of Americans now?\xf0\x9f\x91\x80 Oh wait...I see...they're not American schoolkids...or poor black people...\n\nIs your next tweet going to pretend Fentanyl, everyone knows a US drug co invention pushed by US doctors, is fault of Mexican gangs?...\xf0\x9f\xa4\xad"""
20-11-22 21:06,"b'@winter_bosak @malakaplus @CappiesCantCope @BigGreenTicket1 @Sankarasson @ScottishCommie Oh yeah, people are fleeing to capitalist Mexico, Haiti and Somalia all the time \xf0\x9f\x98\x82 \n\nhttps://t.co/l1cRIAcC5x'"
20-11-22 21:05,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
20-11-22 21:05,"b""I'm not saying being a pussy is based. In Mexican stand offs the hero faces the other guy 1 to 1. He could never shoot 10 antagonists in the stand off. People make a calculated deciino to do nothing because they think, correctly, very few people would join them. They'll go jail."""
20-11-22 21:04,"b'@TheCaptainCBass @LocalSoundwave Exactly. People are talking about him like he was Kevin Sorbo or Gina Carrano making movies called ""Red White and Blue Ranger vs The Mexican Drag Queen Groomers"" or some shit'"
20-11-22 21:03,b'Mexican people are deadass the hardest workers like damn. and don\xe2\x80\x99t come for me bc it\xe2\x80\x99s an actual statistic \xf0\x9f\x98\xad'
20-11-22 21:02,"b'@xhdjdjsjJxj @AlexsAuriazul @nocontextfooty Let\xe2\x80\x99s compare it in 2022 \xe2\x80\xa6 Mexico will never be safe country as Saudi \xe2\x80\xa6 you butchering your own people since a decades ,, no wonder Mexican are running to the USA for a better life\xe2\x80\xa6.'"
20-11-22 20:59,b'Japan needs to capitalize on Mexican people'
20-11-22 20:58,"b'You vote for "" he said ""I voted for Trump!"" I was a bit surprised because he was Mexican guy who had no vehicle. Then he asked me politely if I\'m single and I told him I\'m married and he was very respectful. It was a peaceful interaction and I saw that people love Trump there.'"
20-11-22 20:55,"b""@ohKAYx33 Listen.. I'm brushing up my Spanish so I can plead to the Mexican cartel or somebody over there to come get thosr 6 demons. They are absolutely pathetic excuses for people. I'm so so mad."""
20-11-22 20:54,"b'@Veronic51689759 @tify330 Respectfully, who do you mean by \xe2\x80\x9cthey?\xe2\x80\x9d All Hispanic voters? Mexican-American voters? Cubans? Puerto Ricans? Afro-Cubans? All of these voters are different. Just because people speak Spanish, doesn\xe2\x80\x99t make them the same. Also, young vs older voters = different, imho.'"
20-11-22 20:48,"b'@madhankus @PeachyWingDeer Panam mexican? In my game she has the accent from my state which for english people understand would be a ""country"" thing but it\'s not country'"
20-11-22 20:45,"b'@_jenniferU @BornAKang Spanish can refer to both the language or the people born in Spain, a country in Europe. Mexican refers to people born in Mexico, a country in north america. Mexicans also speak spanish. When you see latino(a) in this context, it\xe2\x80\x99s referring to people born in Latin America which+'"
20-11-22 20:44,"b""@tedcruz I see white people, Chinese people, Mexican people, Indian people.... what's the issue?"""
20-11-22 20:43,"b""@boxxforsofts this is why real mexican people support pato o'ward"""
20-11-22 20:42,"b'When them people who was with #shanquellarobinson get extradited and charged in Mexico with a hate crime, people will understand you\xe2\x80\x99re not in America. All that inclusion and free choice, you going to Mexican Prison until court. Trust it\xe2\x80\x99s way worse than america jail.'"
20-11-22 20:37,"b'Was Governed by USA , would they really have to worry about the boarder. Takeout the Mexican Mafia. Then they would have all the drugs in the world to put on the streets and it all people. Lmao'"
20-11-22 20:32,"b""@getnickwright US team will surprise a lot of people, Argentina and Portugal look extremely good. Mexican team is ass, worse team in 20+ years.. I'm Mexican, I'm old and I'm telling you 14 place you're probably right or you're doing em a big solid.. and Mr. Wright Mahomes is better than Allen!"""
20-11-22 20:31,b'i hate mexican people https://t.co/HcZRZuxeF4'
20-11-22 20:30,"b'/ i watched black panther last week and obviously got hella muse given the fact that both admin and olivia are mexican - american, but as always, im scared of being active here as an oc bc people are mean &lt;3 but if anyone wants to talk about the movie, i\xe2\x80\x99m still here !!'"
20-11-22 20:27,"b'My grandma raised a daughter who was technically Athabaskan and Mexican but she was Inupiaq all the same.\nWe had white relatives who she\'d consider Inupiaq because she raised them too.\nShe raised lots of different people as her own - a Qawiaraq Inupiat woman EVERYONE called ""ma.""'"
20-11-22 20:27,"b'Conservatives hearing news of the sh00ting in Colorado: why do we need to label everything? They were humans shot in a bar! Stop adding gay and dividing people \nAlso conservatives: wanting to take human rights away from gays, blacks, women, mexican, indigenous, children, etc...'"
20-11-22 20:20,b'@FramIsAGoodDog @churchlady65203 @RepMTG Not to mention Obama sending 10s of thousands of assault weapons to mexican cartels who are killing people by truckloads in Mexico. Liberals are scumbags who take no responsibility for their candidates'
20-11-22 20:18,"b""@_jenniferU @BornAKang Spanish can be two things- a language, and what you call people from Spain.\n\nIf you're from Spain, you're called Spanish. If you're from Mexico, you're called Mexican. BUT, in both countries, they can speak the LANGUAGE Spanish."""
20-11-22 20:18,"b'TW :  \xe2\x80\x98Avalanche\xe2\x80\x99 of Illegals Ready to Flood US Border as Title 42 Ends: ...States which, of course, just encourages more people to come.\xe2\x80\x9dHe worries that Latin American and Mexican smuggling organizations are already using the impending end of Title 42\xe2\x80\xa6 https://t.co/DEJfit96Rs https://t.co/MRCNwpCZ2p'"
20-11-22 20:14,"b""@___gus_ @ToddMcK73235618 @Twiffalo @RepMTG Most of the people pouring over our border aren't even Mexican, so your knowledge of the crisis is greatly overrated."""
20-11-22 20:08,"b'@_jenniferU @BornAKang Mexicans are from Mexico, spanish people are from Spain. Spain is in Europe, and they sre jot latino. Mexicans are from North America and are Latino. If you say to Mexican they\xe2\x80\x99re spanish , they\xe2\x80\x99ll get mad given that the spanish colonized thier country and most of the Americas'"
20-11-22 20:07,b'@neilyoshikawa @Soy_Hammer @redbullracing @SChecoPerez Mexican joke for bald people'
20-11-22 20:06,"b'@10mlsfpchblssms Uh it happens here with the \xe2\x80\x9cprieto\xe2\x80\x9dMexican people, always end up not only dating white people but hanging out with mostly white folks'"
20-11-22 20:06,b'@kissyskep Me watching the people attack Quackity knowing damn well he\xe2\x80\x99s Mexican \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/pEj9AR2FyF'
20-11-22 20:05,b'@flywithkamala @VP @POTUS 3 white people and Mexican at the black fundraiser like BML hasn\xe2\x80\x99t taken enough lol'
20-11-22 20:03,b'@ToddMcK73235618 @Twiffalo @RepMTG Your fear of Mexican people is overrated. But please stay in your bubble.'
20-11-22 20:01,b'@MattWallace888 He also said he\xe2\x80\x99ll build a whole fucking game of thrones wall protecting USA from Mexican wildlings raiding the country with black magic but I keep seeing these people everyday! Can\xe2\x80\x99t trust the guy\xe2\x80\xa6'
20-11-22 20:00,"b'Namor, is not of a Mexican decent. He actually hates Latinos because of what they did to his people. He killed and burned them just to bury his mother in her home land like they did to his people. \nHe hates the Spanish language.'"
20-11-22 19:58,"b""@caronmlindsay @libdemvoice I'm sorry Caron you can't stop people replying on twitter. \n\nWhy are we not talking about the sex industry? This is a serious quesiton. What do the Mexican, Brazilian and American transwomen who died have in common?"""
20-11-22 19:57,"b""@Suhail Calling Asians Mexican/Spanish/latin in a negative way is racist. I'm sure Asians and Mexicans/Spanish/Latin people agree. That was a racist comment."""
20-11-22 19:50,"b'My favorite thing about the World Cup being in Qatar, is Mexican people posting about Mexican f\xc3\xbatbol fans just being hella Mexican in Qatar.'"
20-11-22 19:47,"b""@ADHD_93 I said or Mexican. Basically if they think I'm white, white people feel okay to be racist to racist around me toward any ethnicity pretty much. And if a Mexican person thinks I'm Mexican they often think it's okay to be racist toward Black people. I'm part Hispanic and Black"""
20-11-22 19:37,b'Please God let this be true! Those people deserve the suffering that would come from either Mexican jail or street justice. https://t.co/awmJDZjJ1F'
20-11-22 19:29,"b""@louisxloml Noooooo it's not amer*can dollars, it's Mexican pesos, people already cleared it up"""
20-11-22 19:29,b'so here in the sticks in Virginia at my favorite Mexican restaurant I can hear people at lunchtime across the restaurant talking about Twitter @WholeMarsBlog'
20-11-22 19:18,"b""@ADHD_93 People often think I am white or Mexican so they think they're safe to be racist"""
20-11-22 19:16,"b'@_jenniferU @BornAKang Spanish people are from Europe and Mexican people are from Mexico, go back to school'"
20-11-22 19:15,b'@profwolff Some people want California etc back for Mexico &amp; maybe Mexican cartel etc have tunnels into USA they might have one under your house they\xe2\x80\x99ll pop up in the basement take your house over soon replace you with a look alike \xf0\x9f\x98\x89'
20-11-22 19:11,"b'@EulenSpiegelUS @BillFOXLA Just bc people are waking in a straight line does not mean anything is under control. These are illegal immigrants coming into our land with very little oversight. US citizens couldn\xe2\x80\x99t cross to the Mexican border without going through customs checkpoints, showing passports etc.'"
20-11-22 19:10,"b'\xe2\x80\x9cThe \xe2\x80\x98Multiple Exposures,\xe2\x80\x98 for which the retrospective exhibition is named, are especially compelling. The merger of her own face with celebrated camera pictures of Mexican people at once honors, elevates and blurs identity.\xe2\x80\x9d\n\nAt #UCRARTS, now \xe2\x80\x94 Feb. 5!\n\nhttps://t.co/Cjz9jD7HC2'"
20-11-22 19:09,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
20-11-22 19:08,"b""@Servandoservan @mZamanAkash @TansuYegen I think you're talking about freedom in another country not here in America because I see and hear how Americans treat Mexican people here \xf0\x9f\x98\x82\xf0\x9f\x98\x8f"""
20-11-22 19:07,b'White people stop putting black olives on your Mexican food challenge'
20-11-22 19:07,"b""@MisfitsBoxing @KSI @dillondanis @DAZNBoxing Lmao, windmill fought an over weight rapper, a make a wish Mexican kid and couldn't knock out Logan Paul, at least Jake fought people who have actual fighting experience , now you're fighting Walmart Ben askren ."""
20-11-22 19:06,b'@humanoidgustav my husband is half mexican and puerto rican but to many people when we walk around they assume we are euro white ppl'
20-11-22 19:04,"b""@JJtheGoatKSI @MisfitsBoxing @KSI @dillondanis @DAZNBoxing Lmao, windmill fought an over weight rapper, a make a wish Mexican kid and couldn't knock out Logan Paul, at least Jake fights people who actually have fighting experience."""
20-11-22 19:02,"b""@trainertod @Canadia33228656 That's all you people do is name call because you can't say anything that the Republicans have done for this country. Biden got infrastructure after trump said he would, Biden got the Mexican government to help pay for border security after trump didn't get his wall built."""
20-11-22 19:00,b'@AngelNicole513 @NoPlugMedia Do@t get mad at me lady. It\xe2\x80\x99s your people. It\xe2\x80\x99s the same in Mexican culture. We got the bad 10% that ruin it for the rest of us. Suck it up buttercup'
20-11-22 19:00,b'@Zoyx @FreebornAmanda @yxt88 @mrsdavidjensen @ElsaLongden @ggreenwald @lopezobrador_ It\xe2\x80\x99s both. Cartel makes money in the US and definitely people fleeing cartel. Most recent illegal immigrants are not Mexican though'
20-11-22 19:00,"b'FIFA WORLD CUP:\n\nThree hundred staff were waiting to serve the 2,000 people in line, breaking into dances and Mexican waves to entertain the queues. ^MA\n#FIFAWorldCup\n#WorldCup2022 #LOOKUPTV https://t.co/sHmGRQOOY9'"
20-11-22 18:58,"b'Racially profiling all the white people in Mexican restraunts, including me'"
20-11-22 18:56,b'@cerotez As a Mexican this is very embarrassing for us. When I think of Brazil I don\xe2\x80\x99t think of white people. Like have they never seen the movie RIO https://t.co/BSSvXsSq8N'
20-11-22 18:56,b'@TheWookieDavid @kynene_ @RichardFer11 @_jenniferU @BornAKang A mexican restaurant is a spanish restaurant because mexican people are spanish'
20-11-22 18:55,b'When yt people call Taco Bell Mexican food. https://t.co/RbOzKnMKkP'
20-11-22 18:54,b'Dang the US just gave permission to Mexican Federales to pick up these people as soon as they get ahold of evidence \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd She deserve justice.'
20-11-22 18:52,b'@joysdrive This is why I have so much anxiety about making friends. Too many cases of people plotting on the ones they are supposed to care about. I hope they all rot. But since they will be extricated back to Mexico it will be bad for them. Mexican jail is 200x worse than American jail'
20-11-22 18:51,"b'I can\'t stand some Mexican ladies. Homegirl had the audacity to ask me ""do you people ever ask if your child is yours?"" Bitch naw'"
20-11-22 18:48,b'woke up to people freaking out over the fact that quackity follows donald trump \xf0\x9f\x92\x80 he\xe2\x80\x99s BEEN following trump since before he got banned and i know it doesn\xe2\x80\x99t mean anything bc 1) bro is literally mexican and 2) he makes fun of trump all the damn time he doesn\xe2\x80\x99t like the dude \xf0\x9f\x98\xad'
20-11-22 18:39,b'@kneeloy He also made a video saying how he hates when people call him \xe2\x80\x9cwhite passing\xe2\x80\x9d because he\xe2\x80\x99s half Mexican LOL'
20-11-22 18:37,"b""@KSI \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3and people think he's fighting Jake Paul at some point? you'd think after beating a overweight rapper with 1 week to train and a skinny Mexican boy he would make a statement..instead goes down levels again."""
20-11-22 18:36,"b'@AndreaMacouzetG @adriamezq @MartinPhillip39 @_jenniferU @BornAKang Yeah that was my only point is that they are a mix of native/spanish, which would mean they are spanish. I never said people from spain are mexican'"
20-11-22 18:27,b'@childishjosbino @impastamatt But no only Mexican representation the representation of the indigenous people in South America the genocide that our people went through and the discrimination that they still go through till this day'
20-11-22 18:27,"b'@ArielGraells2 @commandantev10 @nocontextfooty Stop acting like you welcome everybody when your people can get racist af, ask the german, french, mexican, chilean, etc'"
20-11-22 18:25,"b'@AdamParkhomenko How stupid. FYI, minorities are the most racist. Go ask your Indian friends parents what they think of Black, White and Mexicans. Go ask Mexican parents what they think of Arabs? Jewish, White people.'"
20-11-22 18:22,"b'@zamartin @MikeGrayAFC @logoffbrent Did you not watch any videos? Qatar people are also Mexican, brazilian, polish, and many more nationalities! Definitely not PAID actors'"
20-11-22 18:19,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
20-11-22 18:13,"b'@cervantes_m9 @EnMexicoMagico I love being Mexican, my people are always \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd'"
20-11-22 18:06,"b'People say that there\xe2\x80\x99s no racism in Mexico because we are all Mexican, but we have been taught to \xe2\x80\x9cbetter the race\xe2\x80\x9d our entire lives :/ https://t.co/5U0sy9h8V4'"
20-11-22 18:06,"b""@AkonFenty_4 @EconDavid_ @RepMTG @CBP @mises The problem is a philosophical one, that the government has no right to stop people from walking through unowned land , which is the border. If a Mexican comes across the border to say work at a local business, that's not violating on anyone's rights and therefore should be legal"""
20-11-22 18:04,b'I have a feeling our Mexican people are going to get in trouble in Qatar. We don\xe2\x80\x99t know how to act sometimes \xf0\x9f\xa4\xa3'
20-11-22 17:56,"b'@kocorner_thatc @BOXINGnBBQ @jumexskizilla See like me I\xe2\x80\x99m Mexican Mexican lol But I go with who I think wins. Some of the best people that are fighters that I talk to aren\xe2\x80\x99t all Mexican, so I\xe2\x80\x99ll support who I want and who shows love. My dad is from Mexico but one of his favorites is terry norris and sugar Ray Leonard'"
20-11-22 17:53,"b'@patrynrunner232 @ozonemama74 @TeamPelosi Seems to me like you\xe2\x80\x99re one who supports child sex trafficking, human slave trafficking, Hundreds of people per month overdosing on Mexican Fentonyl brought by the cartels via a wide open border.\n.\nMS13 gangsters robbing and murdering innocent people.\n.\nGood for you.\n.'"
20-11-22 17:51,b'@Droidac70 @minkerSmoniker @BrianUkulele @TimFullerton @michaelwayn3 @MichaelSkolnik What makes you think forcibly taking guns from law abiding citizens is going to stop evil people from getting guns? You don\xe2\x80\x99t have people coming over the Mexican border with drugs and guns daily while ur president welcomes them in. He values false compassion over American lives.'
20-11-22 17:41,"b""@BombshellCole I can't grasp why the Mexican Officials allowed those people to leave. (Provided they knew they were leaving.)"""
20-11-22 17:38,"b'@mrunsubtleNinja @NotMikeHarlow First: I\'m not mocking anyone for their appearance (much), BUT...I was in line at a Mexican restaurant a few years ago for take out, and there were some people in front of me, and they saw a woman in line they hadn\'t seen in a while.  ""Hello, hello, etc..."" Anyway, this...'"
20-11-22 17:32,b'@_jenniferU @BornAKang Mexican people are a mix of Native Americans &amp; Spanish/ Portuguese. Spanish people are born in Spain.'
20-11-22 17:25,b'Gee I wonder what xxl rapper lucki thinks about Mexican people'
20-11-22 17:23,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
20-11-22 17:20,"b'White People with Cooking Blogs:\n*adds tomato paste to a can of Campbell\xe2\x80\x99s Chicken Noodle*\n\xe2\x80\x9cYou\xe2\x80\x99re going to love this easy, midweek, Mexican Chicken Noodle Soup!\xe2\x80\x9d'"
20-11-22 17:10,b'The people commenting \xe2\x80\x9c those are the real fans \xe2\x80\x9c on the tiktoks of Mexican fans going to Qatar brah those are not the real fans those are the daddy\xe2\x80\x99s money (monterrey) fans'
20-11-22 17:06,"b'@RepStefanik I am a third generation Mexican American, put am 100% American by birth. The border needs to be shut down and people kicked out. Do it the right way lime my grand parents did. Close the border and stop all entry until this is settled.  No visas for 2 years.'"
20-11-22 17:04,"b'@mattyglesias Hilarious. In most places Sbarro\xe2\x80\x99s is great pizza, comparatively. It\xe2\x80\x99s like people bitching about Olive Garden. \xe2\x80\x9cIt drive the old Italian places out of business!\xe2\x80\x9d Well, lots of them sucked. Seriously. Same with Mexican places. Chi Chis kicked ass compared to what I was used to.'"
20-11-22 17:03,b'@BornAKang Mexican and enchiladas is the same spanish and people from Spain are Spanish too\xf0\x9f\xa4\xa1\xf0\x9f\xa4\xa1\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
20-11-22 17:00,"b'@Starlight_Bea Most of the time low/medium influence people get jailed, kill themselves or we never find out \n\nAll examples i can give are either anecdotal on my end (i know two people currently in jail over accusations) and stuff like Alec holowka (VG OSTs) or armando Vega (mexican composer)'"
20-11-22 16:51,"b'@CristyBednarz @CBlind67 @llaHnitsuA @tedcruz Keep Mexico out of this conversation, the people in the second photo are clearly not Mexican, you would know if you could tell brown people apart.'"
20-11-22 16:50,"b""@Sachinettiyil @GalahadofMalta Maybe it's because there are more Mexican Catholics than there are Muslims in Texas - but I know MANY more people named Jesus than I do named Mohammed."""
20-11-22 16:50,"b'@Zoyx @MistyVWCruz @ggreenwald @lopezobrador_ Actually, this is a better example of his Mexican immigrant fearmongering \xe2\xac\x87\xef\xb8\x8f.\n\nCharacterizing an ENTIRE GROUP OF PEOPLE from a SPECIFIC country as rapists and drug dealers is the very definition of fearmongering. https://t.co/N6Pz7pL8c8'"
20-11-22 16:49,b'@OlgaTvQro @chacho_lml Great to see all those threats by the Mexican fans. \nNice support for the people that supported Checo to get the RBR seat in the first place. \n\xf0\x9f\xa4\xa6'
20-11-22 16:45,b'@jgillesp22 @redbullracing Literally all the people crying in the RB comments had a Mexican flag in their profile'
20-11-22 16:44,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
20-11-22 16:44,"b""I'm so happy for what Tenoch Huerta did for Mexican people and even more specific indigenous Mexicans especially Maya people. I'm not even Mexican but it fills me with joy because representation matters. Thank you Tenoch! https://t.co/Xq1aWQH8fs"""
20-11-22 16:39,b'Whenever the World Cup comes around I get immensely insecure about not knowing much about soccer and people always want to talk to me about it cuz I\xe2\x80\x99m Mexican \xf0\x9f\x98\xad'
20-11-22 16:37,"b'Rivers Cuomo in a Mexican hat, showing his love for the people (circa 2018) https://t.co/vXKMkn7Xlr'"
20-11-22 16:34,b'@Octopopsss @redbullracing Stereotyping \xe2\x80\xa6 not all Checo fans are Mexican and not all Mexicans are Checo fans. Just got back from Mexico GP and lots of fans for all teams and drivers. I just hate when people lump Checo fans into one group.'
20-11-22 16:30,"b'@rdjesterman @Skyler77642009 @solomom1171 @TerryBuza @GregAbbott_TX It\xe2\x80\x99s pretty clear Republicans have targeted 3 groups of people to go after: black people, transgender people and immigrants (specifically Mexican people).  They\xe2\x80\x99ve convinced you with fake news  that you are under attack from these groups , and that encourages you to hate them.1/2'"
20-11-22 16:28,"b""@SionSweet77 @ask_aubry Yay, that sounds great! Hubs family is uber traditional and since we had our son we just stopped doing any holidays with them. We eat Mexican food on Christmas and my ass is not sitting around playing the useless gift game with people who don't get us. Nope."""
20-11-22 16:26,"b'@OnlyVeesAz Resident only because people feed him unfortunately, tell them they are a lot more aggressive and formidable than they look! People laugh that they get called ""Mexican raccoons"", but evolutionary and behaviorally it is not far off\xf0\x9f\x98\x82\xf0\x9f\x98\x82'"
20-11-22 16:22,"b'@Kuppycakemuffin @IsaacLizard @slxthkween @KatyMontgomerie Nah, race and gender are separate social categories with their own issues. Also most Mexican people are Native American\xe2\x80\xa6 they are indigenous people of the region with their culture colonized by Spaniards.'"
20-11-22 16:18,"b'@MrSparklez13 It\xe2\x80\x99s interesting how Mexico as a nation co-opted the name of a group of indigenous peoples, the Mexica. So now, people who do not have Mexica ancestry consider themselves Mexican as a national identity rather than an ethnic identity.'"
20-11-22 16:12,b'People used to say my son looked like a Mexican Biggie'
20-11-22 16:10,"b'Wow...that\'s the guy from Arizona the FBI used to ""INFILTRATE"" &amp; destroy the Proud Boys...ex-veteran members of a Milita that saved the  lives of people abandoned by Mexican Coyote Cartel members to die while trying to enter the US illegally ...the Proud Boys SAVED lives https://t.co/C0Tz5XNFYs'"
20-11-22 16:09,"b'@RepMaryMiller ""Praying that more Mexican people get murdered and tried without due process"" seems more likely coming from you.'"
20-11-22 16:09,"b""@snowwsquire @beesbzzz @TeamPolar17 @musicstruggles1 that's like saying people from Costa Rica are Mexican cause both were conquered by Spain i- \xf0\x9f\x98\xad"""
20-11-22 16:09,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
20-11-22 16:08,"b'@StephenM And poor black people are getting free money, and Mexican are raping your dog with fentanyl, and they\xe2\x80\x99re turning your kids gay!!'"
20-11-22 16:02,b'notice \nnot one\nfor all the Spanish/Mexican lands/homes/lives\ntaken by the #RealAmericans \nas they illegally moved westward\ntaking whatever they wanted\nfrom the people long long living on these lands\n#LatinoApartheid in the #USA https://t.co/mddAVeCp9p'
20-11-22 15:58,"b'@JaneidyEve You communicate very well in English.  Many people think of Mexican-Americans as immigrants, but many Mexicans became residents of the United States  when part of Mexico was conquered by the USA.  Texas was a part of Mexico that Seceded, then joined the USA.'"
20-11-22 15:54,b'@HomarLuna @cerotez Lol my husband is from Bangladesh and he calls me gringa I was like ??? at first because i\xe2\x80\x99m Mexican American but he tells me almost everyone outside the U.S views people who were born here as gringos'
20-11-22 15:53,b'@Wolfje @realDonaldTrump @UKempenaer How about all the Mexican kids coming accords the border now 4.9 million so far in two years (the same amount of people who lives in MN almost) most all kids and woman raped and some die from the trauma and they keep coming across because Biden is paying them big money to\xe2\x80\xa6'
20-11-22 15:53,b'@TheEconomist Ask to mexican people... AMLO is another example of this species...'
20-11-22 15:47,b'@warmvanxlla @the_fello_ship There is a Mexican flag in the pic ffs this is why people hate on Lewis fans people like you spinning it that it is all about Lewis well guess what there is actually 19 other drivers out there \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
20-11-22 15:42,"b'@DutchProud070 @Mizh___ @redbullracing @Max33Verstappen Not mexican and also you show the low class education dutch people have, i thought it was only Verstappen lol'"
20-11-22 15:39,b'And the Mexican atmosphere found beers live my people. We live f\xc3\xbatbol different https://t.co/I2ee1b8tK4'
20-11-22 15:38,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
20-11-22 15:37,"b""@Rosita_mbz @KotoGV11 @Shane_O_Brien_ @StrappedMike @redbullracing @SChecoPerez You can't criticise people saying your bias for being Dutch then complain about another fan being Mexican, otherwise your a hypocrite"""
20-11-22 15:37,"b""@Tr00peRR The husband was Mexican and the daughter was white... he even looks like a sicko and she had posted months back that he was abusive and people were telling her to leave but she didn't listen. She created this situation and her daughter paid for it."""
20-11-22 15:35,"b'@Carbonisium @nocontextfooty I did answer your question, I\xe2\x80\x99ll do it again. The ghost from all the deaths by mexican drugs is somewhere else, is not that one. That one is the ghost of the people that died building the stadiums.'"
20-11-22 15:27,"b'@JGreenblattADL @elonmusk As a Mexican I could never be very happy with Trump and the lot of his offenses and insults hurled against our beautiful people. \n\nBut U.S. law has not sentenced Trump to anything. Therefore for USA he has not violated any law. Therefore, TRUMP should be on twitter, if he likes. https://t.co/tFd6BNltwP'"
20-11-22 15:23,b'@sTeamTraen \xe2\x80\x9cSpain people speak Mexican\xe2\x80\x9d. I\xe2\x80\x99m going to steel that. And the English speak American.'
